Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,lat,lng
10 12 rue Cognacq Jay 7th arr 75007 Paris France,96,12/12/2015,8.6,H tel Juliana Paris, Boutique bar on a cold evening the fireplace shedding a picture and no heat was a disappointment Prices for Room Service and in the bar were a little cheeky ,31,577, Bright clean and fresh bathroom Jo Malone toiletries is a first Comfortable bed and pillows great sleep ,19,6,9.6,"[' Business trip ', ' Solo traveler ', ' Comfort Double Room ', ' Stayed 2 nights ']",48.8619373,2.3040298
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,12/11/2016,8.2,Hotel Trianon Rive Gauche, ,2,967, I stayed for 4 days on the end of November Staff was nice Room was clean and good as i asked for a window with good air because i have severe dust allergy and i m very impressed The breakfast by room service was good and on time Bus stop and subway aren t far from accommodation It s valuable to stay in Paris If i came back which I will i ll stay in this accommodation again ,80,19,8.3,"[' Leisure trip ', ' Solo traveler ', ' Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8487675,2.3410376
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,12/10/2016,8.2,Hotel Trianon Rive Gauche, A grab handle above the bath for safety,9,967, Being a newshound I loved having BBC 1 2 and News channels Appreciated the coffee tray Very comfortable bed ,21,19,8.3,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ']",48.8487675,2.3410376
1 Rue De Libourne 12th arr 75012 Paris France,150,12/10/2016,8.7,Pullman Paris Centre Bercy, We didn t like the fact that when we arrived at the hotel to check in we requested to give our credit card in order to block 360 euro for guarantee This was something that we have never been informed for before Also This caused us a big inconvenience because we didn t have this money available for our holidays At last it became much more difficult as according to our bank s policy this money will be released in 25 working days ,85,1382, Everything perfect ,4,1,10,"[' Leisure trip ', ' Couple ', ' Classique Double Room ', ' Stayed 4 nights ']",48.8315204,2.3870797
10 Place De La R publique 11th arr 75011 Paris France,141,12/10/2015,8,Crowne Plaza Paris R publique, Expensive arrived late 10 35 kitchen closed 10 30 not what I expected at 4 star hitel ,19,1053, A tired hotel in need of modernisation,8,1,6.7,"[' Business trip ', ' Solo traveler ', ' Standard Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8673199,2.3656296
10 rue de Vaugirard 6th arr 75006 Paris France,83,12/10/2015,8.3,Le Senat, tv small screen and outdated model,7,549, Cordial and very nice staff Excellent food in room service Option for a light breakfast at reasonable price,19,2,8.8,"[' Business trip ', ' Solo traveler ', ' Superior Room ', ' Stayed 2 nights ']",48.8491427,2.3397118
11 15 Rue De Lyon 12th arr 75012 Paris France,205,12/10/2015,8.3,Holiday Inn Paris Gare de Lyon Bastille, No pool,3,2200, Good location,3,1,9.6,"[' Leisure trip ', ' Solo traveler ', ' King Room Non Smoking ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8468064,2.3714789
1 Rue Scribe 9th arr 75009 Paris France,97,12/1/2015,8.6,Hotel Scribe Paris Opera by Sofitel, Due to COP21 it was sometimes difficult to find somewhere to sit in the Lounge It was also a little annoying having to negotiate the Press in the Foyer ,31,705, Amazing cocktails and Staff,5,1,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 3 nights ']",48.8704175,2.3296832
102 Bd De Grenelle 15th arr 75015 Paris France,241,12/1/2015,8.6,Le Parisis Paris Tour Eiffel, Room was smaller than expected and I had requested 2 single beds but got a double bed Part from that room was clean and shower was awesome,28,1477, Breakfast was good although we were a bit late so they ran out of juice and bacon p 5 min walk from the Effiel tower ,27,1,8.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,11/9/2016,8.2,Hotel Trianon Rive Gauche, Everything was five star,5,967, Fabulous breakfast Amazing value overall Lovely staff Perfect central location Just perfect ,14,4,10,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8487675,2.3410376
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,89,11/9/2016,8.2,Gardette Park Hotel, In the bathroom there is not heating and it s very cold Noisy from the street ,18,1011, Comfortable bed,3,54,7.5,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8610265,2.3788974
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,11/9/2016,7.7,H tel des Ducs D Anjou, No ventilation in the room and so eventually had to prop window with coat hanger Teabags not replaced and no coffee available in room Front Desk staff men were pleasant but not very knowledgeable Arrival had to wait for him to finish something and then check in was quick but called room number out twice so people in lobby could hear The woman at check out could have been a robot no eye contact no question as to the stay Asked for room number did not confirm with name asked for payment and gave copy of bill no offer to put in an envelope Did not enquire as to quality of stay wish good trip home or invite back any one would have been pleasant ,127,552, Good central location offering an acceptable rate Nice to have been asked for special requests and receive them i e bathrobe and slippers Also some restaurant recommendations ,29,11,6.7,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 3 nights ']",48.8598229,2.347111
10 12 rue Cognacq Jay 7th arr 75007 Paris France,96,11/9/2016,8.6,H tel Juliana Paris, The pillows is hard a little bit,8,577, It s clean luxury room nice bathroom and comfortable bed also the staff is nice,16,4,8.8,"[' Leisure trip ', ' Solo traveler ', ' Club Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8619373,2.3040298
1 Place De La Sorbonne 5th arr 75005 Paris France,118,11/8/2016,8.9,Select Hotel, all went well with me ,7,1145, I spent 4 nights with my wife in Paris I jut loved this hotel Very well placed near to RER and Metro in the middle of the Quartier Latin minutes walk to many site ,36,3,9.2,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 4 nights ']",48.8483053,2.3425596
1 Place Vend me 1st arr 75001 Paris France,70,11/8/2016,8.7,H tel De Vend me, Nothing ,3,425, Beautiful hotel spacious and luxurious room very clean and renovated bathroom excellent staff Great selection of TV channels and free movies Top location ,25,7,10,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 2 nights ']",48.8668564,2.3286339
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,11/8/2016,7.7,H tel des Ducs D Anjou, The lift was very narrow and hardly contained the baggage ,12,552, Clean rooms and excellent situation,6,7,7.5,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8598229,2.347111
1 Place De La Sorbonne 5th arr 75005 Paris France,118,11/8/2015,8.9,Select Hotel, There was no dividing door between the bedroom and the bathroom No shower ,15,1145, Good location Staff were really friendly We arrived early and were able to check in with no extra charge ,21,1,8.3,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8483053,2.3425596
102 Bd De Grenelle 15th arr 75015 Paris France,241,11/8/2015,8.6,Le Parisis Paris Tour Eiffel, Got prestige room which was on 6th floor but the lift did not work stairs were too tight room smelled bad for 200 Euros a night one could have found a much better place to stay,37,1477, It was new spacious lobby location,7,1,5,"[' Business trip ', ' Solo traveler ', ' Privilege Double Room with Eiffel Tower View ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
102 Bd De Grenelle 15th arr 75015 Paris France,241,11/8/2015,8.6,Le Parisis Paris Tour Eiffel, Old elevator Very disturbing Noisy maintenance works that started at 7 55 am on the 4th of november ,20,1477, Comfortable bed Good shower,5,1,5,"[' Business trip ', ' Solo traveler ', ' Double Room 1 Adult with Eiffel Tower View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
10 rue d Ormesson 4th arr 75004 Paris France,27,11/7/2016,9,H tel de Jos phine BONAPARTE, Restaurant recommendations hit and miss mostly miss ,9,240, Cool design fabulous location and friendly service with some lovely extras that made it great value for money free champagne on arrival superb free breakfast and happy to accommodate room requests ,33,1,10,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8555319,2.3621212
102 Bd De Grenelle 15th arr 75015 Paris France,241,11/7/2016,8.6,Le Parisis Paris Tour Eiffel, Nothing,2,1477, Clean great large rooms with everything you need and very sweet staff,13,1,10,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
10 Place De Mexico 16th arr 75016 Paris France,34,11/7/2015,8.3,Le Metropolitan a Tribute Portfolio Hotel, Room very small Far too expensive for size of room and not even including breakfast 30 each extra Issue with water flooding the bathroom Not the usual Radission standards,30,286, Good Location Staff very service minded,7,28,6.7,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']",48.8656973,2.2829776
102 Bd De Grenelle 15th arr 75015 Paris France,241,11/6/2015,8.6,Le Parisis Paris Tour Eiffel, Construction early in the morning,6,1477, Beautiful property Great location walking distance to Eiffel Tower Friendly staff Highly recommend ,15,1,9.6,"[' Leisure trip ', ' Couple ', ' Double Room with Eiffel Tower View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8494851,2.2955063
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,89,11/5/2015,8.2,Gardette Park Hotel, Room was quite small Drab colour scheme Although tidy the room could do with a brighter colour This would also make the room appear bigger ,27,1011, Good location around 500m from the nearest Metro station Good selection of restaurants within a few minutes walk Clean recently updated bathroom ,24,2,5.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",48.8610265,2.3788974
10 rue de Bruxelles 9th arr 75009 Paris France,56,11/5/2015,9.3,Maison Souquet, Nothing,2,282, Friendly staff close proximity to everything theme of hotel cleanliness ,12,1,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room with Private Access to Pool and Spa ', ' Stayed 2 nights ']",48.88366,2.3313845
1 Avenue Carnot 17th arr 75017 Paris France,75,11/4/2016,8.9,Splendid Etoile, The double bed is a bit too small for two ,12,486, Excellent location Staff are very friendly and helpful ,10,11,8.8,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",48.874707,2.2936761
1 Place Vend me 1st arr 75001 Paris France,70,11/30/2015,8.7,H tel De Vend me, none,2,425, breakfast and the staffs in the breakfast room They are awesome ,13,43,9.2,"[' Leisure trip ', ' Group ', ' Junior Suite ', ' Stayed 6 nights ']",48.8668564,2.3286339
10 12 rue de Charonne 11th arr 75011 Paris France,84,11/30/2015,8.9,Hotel L Antoine, Small room but adequate ,6,796, Friendly staff clean and unusual decor ,8,2,8.3,"[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ']",48.8524215,2.3743832
10 rue d Ormesson 4th arr 75004 Paris France,27,11/3/2016,9,H tel de Jos phine BONAPARTE, Beds and pillows really uncomfortable not practical for a family ,12,240, It was quirky and fun,6,3,6.3,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8555319,2.3621212
1 Rue De Libourne 12th arr 75012 Paris France,150,11/3/2015,8.7,Pullman Paris Centre Bercy, There s just one elevator to reach the gym 1 level no stairs and it might therefore take a while in busy times when everybody is going to upper floors,31,1382, amazing breakfast ,4,11,9.2,"[' Business trip ', ' Solo traveler ', ' Classique Double Room ', ' Stayed 1 night ']",48.8315204,2.3870797
10 Place De Mexico 16th arr 75016 Paris France,34,11/29/2016,8.3,Le Metropolitan a Tribute Portfolio Hotel, I was extremely missing fried or boiled eggs on breakfast ,12,286, Great hotel with excellent staff nice rooms tasty breakfast And the location is great of course ,18,4,9.6,"[' Business trip ', ' Solo traveler ', ' Deluxe Room With Pool Access ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8656973,2.2829776
1 Avenue Carnot 17th arr 75017 Paris France,75,11/29/2015,8.9,Splendid Etoile, Change the carpet in the halls for wooden floor please ,12,486, Fantastic location for shopping and to be reached early by metro from major trains stations Friendly front desk staff Clean and freshly renovated bath rooms,26,9,9.6,"[' Business trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.874707,2.2936761
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,11/27/2016,8.2,Hotel Trianon Rive Gauche, Room not well sound proofed Internet spamodic difficult ss business trip ,13,967, Brilliant location for Palais de Luxembourg Sorbonne etc Friendly and helpful New bathroom facilities and bed great ,19,37,9.2,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8487675,2.3410376
102 Avenue Victor Hugo 16th arr 75016 Paris France,10,11/27/2016,8.3,Melia Paris Champs Elys es, Nothing,2,95, Everything,2,1,9.6,"[' Business trip ', ' Solo traveler ', ' Twin Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",48.8688962,2.2827459
11 15 Rue De Lyon 12th arr 75012 Paris France,205,11/27/2015,8.3,Holiday Inn Paris Gare de Lyon Bastille, Glass panels between bathroom and bedroom lets light through on a night,13,2200, Beautiful building Good location near Gare De Lyon Staff excellent very pleasant and helpful Within 10 minutes walk of River Seine to Notre Dam 35 minutes total ,29,20,8.8,"[' Leisure trip ', ' Couple ', ' King Room Non Smoking ', ' Stayed 7 nights ']",48.8468064,2.3714789
